2090545563	[{"caption": [{"id": 0, "caption": "the boy laying face down on a skateboard is being pushed along the ground by another boy"}, {"id": 1, "caption": "two girls play on a skateboard in a courtyard"}, {"id": 2, "caption": "two people play on a long skateboard"}, {"id": 3, "caption": "two small children in red shirts playing on a skateboard"}, {"id": 4, "caption": "two young children on a skateboard going across a sidewalk"}]}]
3393035454	[{"caption": [{"id": 5, "caption": "a boy in a blue top is jumping off some rocks in the woods"}, {"id": 6, "caption": "a boy jumps off a tan rock"}, {"id": 7, "caption": "a boy jumps up in a field in the woods"}, {"id": 8, "caption": "a young boy jumps off a rock in the forest"}, {"id": 9, "caption": "child in blue and grey shirt jumping off hill in the woods"}]}]
3695064885	[{"caption": [{"id": 10, "caption": "a lady walking her dog through an obstacle course while other people are in the background"}, {"id": 11, "caption": "a small tan and white dog and trainer running an obstacle course"}, {"id": 12, "caption": "a woman is guiding a brown dog around an obstacle course"}, {"id": 13, "caption": "a woman with a hat is leading a small dog through an obstacle course"}, {"id": 14, "caption": "the woman is leading a dog through an obstacle course"}]}]
1679557684	[{"caption": [{"id": 15, "caption": "a big black dog jumps in the air to catch the tennis ball in his mouth"}, {"id": 16, "caption": "a dog looks at another dog catching a ball in the air"}, {"id": 17, "caption": "a white dog is watching a black dog jump on a lawn next to a pile of large rocks"}, {"id": 18, "caption": "a white dog watching a black dog in the air"}, {"id": 19, "caption": "two dogs playing with a tennis ball in the yard"}]}]
3582685410	[{"caption": [{"id": 20, "caption": "two woman climbing rocks around the ocean"}, {"id": 21, "caption": "two women are climbing over rocks near to the ocean"}, {"id": 22, "caption": "two women climb on top of rocks in front of the ocean"}, {"id": 23, "caption": "two women in bathing suit on large rocks at the ocean"}, {"id": 24, "caption": "two women in bathing suits climb rock piles by the ocean"}]}]
1579798212	[{"caption": [{"id": 25, "caption": "a child is laying in a bubble bath holding a yellow scrubbing brush up to his mouth as if singing into a microphone"}, {"id": 26, "caption": "a child sings into a loofa in the bathtub"}, {"id": 27, "caption": "a little boy is laying down in a bubble bath"}, {"id": 28, "caption": "boy in bubble bath yelling or singing into scrubbing brush"}, {"id": 29, "caption": "the child is surrounded by bubbles while in the bathtub"}]}]
269650644	[{"caption": [{"id": 30, "caption": "a group of people are ice skating in a big city"}, {"id": 31, "caption": "an ice skating park in winter with many people"}, {"id": 32, "caption": "an outdoor ice skating rink full of people"}, {"id": 33, "caption": "people skate in an urban outdoor ice skating rink"}, {"id": 34, "caption": "people using an outdoor ice skating rink"}]}]
2596619849	[{"caption": [{"id": 35, "caption": "four children are playing in a grassy field"}, {"id": 36, "caption": "four children are playing together outside"}, {"id": 37, "caption": "four children are running and playing tag"}, {"id": 38, "caption": "group of children play in rural area"}, {"id": 39, "caption": "three boys and one girl in a muddy grass field"}]}]
2635164923	[{"caption": [{"id": 40, "caption": "a little baby skateboarding on a small concrete wall"}, {"id": 41, "caption": "a little boy skateboards on a cement ramp"}, {"id": 42, "caption": "a young child wearing a blue helmet rides a skateboard over a ramp"}, {"id": 43, "caption": "a young skateboarder on a ramp"}, {"id": 44, "caption": "the little boy in the green jacket is riding a skateboard on a ramp"}]}]
3583321426	[{"caption": [{"id": 45, "caption": "an elderly middle eastern woman is about to smoke a pack of cigarettes"}, {"id": 46, "caption": "a middle eastern woman wearing green is sitting on a stone step holding a box of cigarettes"}, {"id": 47, "caption": "a woman in an orange scarf pulls a pack of cigarettes from a carton"}, {"id": 48, "caption": "a woman wearing a long green dress and scarves on her head holding a pack of cigarettes and a carton of winston cigarettes by a stone structure"}, {"id": 49, "caption": "woman with red headscarf and green dress holding cigarette carton and sitting on concrete steps"}]}]
2735792721	[{"caption": [{"id": 50, "caption": "a child gets squirted while squirting a water gun"}, {"id": 51, "caption": "a child with a squirt gun"}, {"id": 52, "caption": "a child with a water gun being sprayed with water"}, {"id": 53, "caption": "a laughing child is holding a water gun and getting sprayed with water"}, {"id": 54, "caption": "there is a kid spraying a water gun"}]}]
3484841598	[{"caption": [{"id": 55, "caption": "a catcher in a black uniform on the ground with his glove upraised during a baseball game while a man un a white uniform keeps a foot on the base"}, {"id": 56, "caption": "catcher on the ground runner making base"}, {"id": 57, "caption": "the first baseman diving to catch a throw while the runner touches first base in a softball game"}, {"id": 58, "caption": "two teams playing a softball game"}, {"id": 59, "caption": "women are playing softball and the catcher slides onto base"}]}]
2490687446	[{"caption": [{"id": 60, "caption": "a black dog is shaking water off his body"}, {"id": 61, "caption": "a dog on a leash shakes while in some water"}, {"id": 62, "caption": "a dog splashes in the murky water"}, {"id": 63, "caption": "a dog standing in shallow water on a red leash"}, {"id": 64, "caption": "black dog in the water shaking the water off of him"}]}]
2987328689	[{"caption": [{"id": 65, "caption": "a boy in a creek throwing a rock"}, {"id": 66, "caption": "a boy skips a rock in a creek"}, {"id": 67, "caption": "a boy skips a rock in a stream"}, {"id": 68, "caption": "a boy tosses a rock across a river"}, {"id": 69, "caption": "a boy wearing jeans standing on rocks in a river and throwing a stone"}]}]
2992614450	[{"caption": [{"id": 70, "caption": "a bicyclist is jumping a horizontal wooden structure with countryside in front of him"}, {"id": 71, "caption": "a dirt bike in midair"}, {"id": 72, "caption": "a man on a motorbike in midair"}, {"id": 73, "caption": "a person is in the air on a contraption that resembles a bicycle"}, {"id": 74, "caption": "someone on a dirt bike high in the air near a building"}]}]
2391812384	[{"caption": [{"id": 75, "caption": "a child dressed in purple clothing and a hat runs in splashing water while a man and a small boy walk nearby"}, {"id": 76, "caption": "a child wearing purple runs through splashing water while a man in red looks on"}, {"id": 77, "caption": "a family playing the spray of a fountain"}, {"id": 78, "caption": "a man and two toddlers get sprinkled as they pass an ornamental fountain"}, {"id": 79, "caption": "a young girl wearing purple running through water"}]}]
3665179773	[{"caption": [{"id": 80, "caption": "a blonde girl in white has her arms around a girl in a helmet"}, {"id": 81, "caption": "a girl cyclist being hugged by another girl"}, {"id": 82, "caption": "the girl is hugging another girl with a helmet"}, {"id": 83, "caption": "two girls hugging"}, {"id": 84, "caption": "two teenage girls hugging one wearing a bicycle helmet with cyclists in the background"}]}]
3515904775	[{"caption": [{"id": 85, "caption": "a black and white dog carrying an orange ball coming out of the water"}, {"id": 86, "caption": "a dog comes out of the water with a ball in his mouth"}, {"id": 87, "caption": "a dog fetching an orange ball in the water"}, {"id": 88, "caption": "a dog with an orange ball in its mouth swimming"}, {"id": 89, "caption": "the black dog is running through the water with a red ball in its mouth"}]}]
3616808182	[{"caption": [{"id": 90, "caption": "a biker in protective gear is riding through a countryside with cliffs"}, {"id": 91, "caption": "cyclist biking down a steep path"}, {"id": 92, "caption": "extreme downhill mountain biking"}, {"id": 93, "caption": "the biker is riding down a grassy mountainside"}, {"id": 94, "caption": "the man with the full face mask is riding down a grassy hill"}]}]
3652150541	[{"caption": [{"id": 95, "caption": "a woman applies face paint while a boy with a mohawk holds a mirror"}, {"id": 96, "caption": "a woman painting her face while a child with a mohawk holds a mirror"}, {"id": 97, "caption": "a woman painting on makeup"}, {"id": 98, "caption": "a woman paints her face while a boy with a mohawk holds her mirror"}, {"id": 99, "caption": "child with mohawk haircut holding mirror for woman putting on face paint"}]}]
